,0
RMSE_gr_one_ag,0.3885740132328859
RMSE_cv_one_ag,0.053342654164676935
RMSE_gr_two_ag,0.3885740132328859
RMSE_cv_two_ag,0.053342654164676935
RMSE_gr_three_ag,0.3885740132328859
RMSE_cv_three_ag,0.053342654164676935
